,Product Name,Category,key word
178,*SILIA*質感 各色大理石紋 手機殼 三星S3 S4 S5 S6 S7 EDGE NOTE2 NOTE3 NOTE4 NOTE5 NOTE6 A8 A7 A5 A3 E7 J3 J5 J7 2016版 LG G3 G4 G5 OPPO R5 R7 R9 PLUS F1 N3 華為 P9 PLUS MATE8 大理石 手機殼 紙紋 木頭紋 木紋 水泥 水晶,Mobile & Gadgets,"[[('iu', 0.9904837608337402)], [('手機殼', 0.9948983192443848)], [('手機殼', 0.9979262351989746)], [('手機殼', 0.9969756603240967)], [('艾莉兒', 0.9905663132667542)], [('iphone7手機', 0.9726210832595825)], [('i7手機殼', 0.9796207547187805)], [('工坊', 0.9672244787216187)], [('工坊', 0.9671010375022888)], [('iphone7耳機', 0.9749377965927124)], [('iphone7耳機', 0.9716483950614929)]]"
179,5SE/6Splus現貨❤湯姆貓與傑利鼠 TPU超薄 手機殼 iphone5/5S/SE/6/6S [D1607019],Mobile & Gadgets,"[[('艾莉兒', 0.9949719905853271)], [('艾莉兒', 0.9967919588088989)], [('市集', 0.9953694343566895)], [('液體', 0.9921141266822815)], [('可議', 0.953700065612793)]]"
180,【現貨】安卓 Type C 三星 Asus HTC SONY 手環傳輸線 充電線,Mobile & Gadgets,"[[('56', 0.9923810362815857)], [('zenpad', 0.9939174652099609)], [('zenpad', 0.9977666735649109)], [('遊戲', 0.994865357875824)], [('人魚', 0.9919008016586304)], [('c4c', 0.9790876507759094)]]"
181,OEO AIRbeats BTS-01 防水防塵藍牙攜帶重低音藍芽喇叭 iphone6s plus i6+ i6s 紅米 小米Note ZenFone2 M320 Z3+ Z5 C4 C5 816,Mobile & Gadgets,"[[('木質', 0.9900916814804077)], [('56', 0.9911123514175415)], [('onpro', 0.9923877716064453)], [('20', 0.9946969747543335)], [('babo', 0.9872078895568848)], [('lady', 0.9782474637031555)], [('花圈', 0.9594566822052002)]]"
182,[Apple iPhone 6 6S 4.7吋 / Plus 5.5吋] 超薄防刮透明 手機殼 TPU軟殼 矽膠材質,Mobile & Gadgets,"[[('客製化手機殼', 0.9962125420570374)], [('客製化手機殼', 0.9966803789138794)], [('手機殼', 0.9975491762161255)], [('手機殼', 0.9967674016952515)], [('新年', 0.9826661348342896)], [('系列', 0.9972258806228638)], [('one', 0.9825383424758911)], [('m394', 0.9513776302337646)]]"
183,C NOTE4電池 三星 note4 電池 N910U N910 手機電池 內建電池 NOTE4 內置電池 有現貨,Mobile & Gadgets,"[[('智慧型手機', 0.9977295398712158)], [('q', 0.9962449073791504)], [('q', 0.9972644448280334)], [('運費', 0.9974096417427063)], [('本命年', 0.991217851638794)]]"
184,iphone6/6s 日本原裝 迪士尼 屁屁造型 充電器 插頭 各式手機可用 米奇 妙妙貓 唐老鴨 米妮,Mobile & Gadgets,"[[('android保護殼', 0.9951261281967163)], [('兔', 0.9978833794593811)], [('動員', 0.9974308013916016)], [('西瓜', 0.9943373203277588)], [('cret', 0.9883724451065063)]]"
185,現貨供應【U.case】iPhone7 i6 Plus 超薄邊框保護套 矽膠 透明 防摔 手機殼 超薄邊框+防刮背板,Mobile & Gadgets,"[[('各色', 0.9929680824279785)], [('客製化手機殼', 0.9965661764144897)], [('手機殼', 0.9957621097564697)], [('手機殼', 0.9965001940727234)], [('手機殼', 0.9964525103569031)], [('iu', 0.9881600141525269)], [('大臉', 0.981858491897583)], [('河馬', 0.9709038734436035)], [('河馬', 0.9636780023574829)]]"
186,現貨【超療癒立體手機殼】iPhone7 i6 Plus 紓壓 療癒 軟海獅 海豹 北極熊 立體手機殼 軟殼 超可愛小白熊,Mobile & Gadgets,"[[('6手機殼', 0.9905849695205688)], [('手機', 0.9957973957061768)], [('手機殼', 0.9967660903930664)], [('手機殼', 0.9959781169891357)], [('6手機殼', 0.9921175837516785)], [('系列', 0.9969332218170166)], [('4755', 0.9606742858886719)]]"
187,〈予定販売〉1132 - Ed Hardy「 Iphone7 6 6s 5 5s 4 4s se 手機殼」,Mobile & Gadgets,"[[('android保護殼', 0.9961957335472107)], [('q哥', 0.9974492788314819)], [('智慧型', 0.9980959892272949)], [('玩水', 0.9965677261352539)], [('本命年', 0.9931303858757019)]]"
188,現貨【愛麗絲空壓防摔殼】iPhone7 / i6 Plus 防摔殼 空壓殼 氣墊殼 愛麗絲仙境 手機套 手機殼 卡通,Mobile & Gadgets,"[[('各色', 0.9926102161407471)], [('客製化手機殼', 0.9945923686027527)], [('手機', 0.994784951210022)], [('手機殼', 0.99593186378479)], [('手機殼', 0.9955277442932129)], [('iu', 0.9936854839324951)], [('減壓', 0.9857224822044373)], [('河馬', 0.96916264295578)], [('iphone6手機殼', 0.9786381721496582)], [('米奇手機殼', 0.9548813104629517)]]"
189,【1號店通訊】冰爽 USB 2.0 TF T-Flash Micro SD 記憶卡 讀卡機 讀卡器 迷你讀卡機,Mobile & Gadgets,"[[('藍色', 0.9983389973640442)], [('網眼', 0.9972436428070068)], [('穿', 0.9971158504486084)], [('男生衣著', 0.9845090508460999)]]"
190,MARVEL 鋼鐵人 美國隊長 神盾局 手機殼 iPhone 7 Plus 6 6S 5s 4S 三星 A8 A7 A5 J7 J5 E7 S4 S5 S6 S7 Edge Note 7 5 4 3,Mobile & Gadgets,"[[('t8', 0.991721510887146)], [('客製化手機殼', 0.9964555501937866)], [('手機殼', 0.995384693145752)], [('手機殼', 0.9961947202682495)], [('手機殼', 0.9958354234695435)], [('各種', 0.9900877475738525)], [('城朱迪', 0.972812294960022)], [('蘋果手機殼', 0.9825599193572998)], [('蘋果手機殼', 0.9796498417854309)]]"
191,【現貨】安卓 Type C 三星 Asus HTC SONY 手環傳輸線 充電線,Mobile & Gadgets,"[[('56', 0.9923810362815857)], [('zenpad', 0.9939174652099609)], [('zenpad', 0.9977666735649109)], [('遊戲', 0.994865357875824)], [('人魚', 0.9919008016586304)], [('c4c', 0.9790876507759094)]]"
192,OEO AIRbeats BTS-01 防水防塵藍牙攜帶重低音藍芽喇叭 iphone6s plus i6+ i6s 紅米 小米Note ZenFone2 M320 Z3+ Z5 C4 C5 816,Mobile & Gadgets,"[[('木質', 0.9900916814804077)], [('56', 0.9911123514175415)], [('onpro', 0.9923877716064453)], [('20', 0.9946969747543335)], [('babo', 0.9872078895568848)], [('lady', 0.9782474637031555)], [('花圈', 0.9594566822052002)]]"
193,[Apple iPhone 6 6S 4.7吋 / Plus 5.5吋] 超薄防刮透明 手機殼 TPU軟殼 矽膠材質,Mobile & Gadgets,"[[('客製化手機殼', 0.9962125420570374)], [('客製化手機殼', 0.9966803789138794)], [('手機殼', 0.9975491762161255)], [('手機殼', 0.9967674016952515)], [('新年', 0.9826661348342896)], [('系列', 0.9972258806228638)], [('one', 0.9825383424758911)], [('m394', 0.9513776302337646)]]"
194,C NOTE4電池 三星 note4 電池 N910U N910 手機電池 內建電池 NOTE4 內置電池 有現貨,Mobile & Gadgets,"[[('智慧型手機', 0.9977295398712158)], [('q', 0.9962449073791504)], [('q', 0.9972644448280334)], [('運費', 0.9974096417427063)], [('本命年', 0.991217851638794)]]"
195,iphone6/6s 日本原裝 迪士尼 屁屁造型 充電器 插頭 各式手機可用 米奇 妙妙貓 唐老鴨 米妮,Mobile & Gadgets,"[[('android保護殼', 0.9951261281967163)], [('兔', 0.9978833794593811)], [('動員', 0.9974308013916016)], [('西瓜', 0.9943373203277588)], [('cret', 0.9883724451065063)]]"
196,現貨供應【U.case】iPhone7 i6 Plus 超薄邊框保護套 矽膠 透明 防摔 手機殼 超薄邊框+防刮背板,Mobile & Gadgets,"[[('各色', 0.9929680824279785)], [('客製化手機殼', 0.9965661764144897)], [('手機殼', 0.9957621097564697)], [('手機殼', 0.9965001940727234)], [('手機殼', 0.9964525103569031)], [('iu', 0.9881600141525269)], [('大臉', 0.981858491897583)], [('河馬', 0.9709038734436035)], [('河馬', 0.9636780023574829)]]"
197,現貨【超療癒立體手機殼】iPhone7 i6 Plus 紓壓 療癒 軟海獅 海豹 北極熊 立體手機殼 軟殼 超可愛小白熊,Mobile & Gadgets,"[[('6手機殼', 0.9905849695205688)], [('手機', 0.9957973957061768)], [('手機殼', 0.9967660903930664)], [('手機殼', 0.9959781169891357)], [('6手機殼', 0.9921175837516785)], [('系列', 0.9969332218170166)], [('4755', 0.9606742858886719)]]"
198,〈予定販売〉1132 - Ed Hardy「 Iphone7 6 6s 5 5s 4 4s se 手機殼」,Mobile & Gadgets,"[[('android保護殼', 0.9961957335472107)], [('q哥', 0.9974492788314819)], [('智慧型', 0.9980959892272949)], [('玩水', 0.9965677261352539)], [('本命年', 0.9931303858757019)]]"
199,現貨【愛麗絲空壓防摔殼】iPhone7 / i6 Plus 防摔殼 空壓殼 氣墊殼 愛麗絲仙境 手機套 手機殼 卡通,Mobile & Gadgets,"[[('各色', 0.9926102161407471)], [('客製化手機殼', 0.9945923686027527)], [('手機', 0.994784951210022)], [('手機殼', 0.99593186378479)], [('手機殼', 0.9955277442932129)], [('iu', 0.9936854839324951)], [('減壓', 0.9857224822044373)], [('河馬', 0.96916264295578)], [('iphone6手機殼', 0.9786381721496582)], [('米奇手機殼', 0.9548813104629517)]]"
